id,vector
1716655832.8881292,"[-0.17830975353717804, -0.7260664105415344, 0.035224705934524536, 0.02944602072238922, 0.18961158394813538, -0.16150307655334473, 0.13659346103668213, -0.39719539880752563, 0.31089094281196594, -0.1964218020439148, -0.21510541439056396, 0.5817186832427979, 0.33535438776016235, -0.12804165482521057, -0.18689003586769104, -0.3268377184867859, 0.09994418174028397, 0.09606806933879852, 0.07752563804388046, -0.09729422628879547, -0.6496838331222534, 0.45063328742980957, 0.27258017659187317, -0.24365901947021484, 0.3548440635204315, -0.03974772244691849, -0.040470853447914124, -0.3349708318710327, 0.5185913443565369, 0.11123591661453247, -0.06768263876438141, 0.6716105341911316, -0.017475858330726624, -0.3589194416999817, -0.9467333555221558, -0.46027106046676636, 0.053519438952207565, -0.49429699778556824, 0.3361726403236389, -1.2357734441757202, 0.13343054056167603, 0.12317685782909393, -0.16023975610733032, 0.23992742598056793, -0.14408735930919647, -0.040640562772750854, 0.16766490042209625, 0.0778997540473938, 0.07145640254020691, 0.09399621188640594, 0.046091221272945404, 0.030937939882278442, 0.33493277430534363, -0.1919257938861847, 0.32139843702316284, 0.004232272505760193, -0.21306030452251434, 0.2173033356666565, -0.07814845442771912, 0.4030744731426239, 0.20991510152816772, 0.04927806556224823, -0.2985801100730896, 0.4117187559604645, 0.19279316067695618, 0.28508713841438293, -0.031126320362091064, -0.24423888325691223, 0.26169323921203613, -0.1862305998802185, 0.07752898335456848, 0.21842999756336212, 0.27441027760505676, 0.34030622243881226, -0.2871784269809723, 0.11290480196475983, -0.10787355899810791, 0.3249287009239197, -0.08527582138776779, 0.0759945809841156, 0.6219482421875, 1.0034478902816772, -0.07217361032962799, 0.07053437829017639, 0.6178975701332092, -0.28781548142433167, -0.02970154583454132, 0.17223772406578064, -0.07312305271625519, 0.011878043413162231, -0.16137880086898804, -0.3092481791973114, -0.24532511830329895, 0.7089234590530396, 0.16517192125320435, -0.06934458762407303, -0.36134350299835205, 0.15643566846847534, 0.26358747482299805, 0.2996513247489929, -0.4813535809516907, -0.31376785039901733, 0.7272640466690063, -2.3135101795196533, 0.1498674750328064, -0.0008499175310134888, 0.028473258018493652, -0.2733876705169678, 0.17759916186332703, 0.030062509700655937, -0.364153116941452, 0.12280209362506866, 0.02275337278842926, -0.24409204721450806, 0.3395760655403137, -0.5704811811447144, 0.36404210329055786, -0.3737403154373169, -0.4220484495162964, -0.026989635080099106, -0.5610031485557556, -0.279213011264801, 0.004987180233001709, 0.24499812722206116, -0.012468144297599792, 0.3645082116127014, 1.36917245388031, 0.0024877451360225677, 0.5117993950843811, -0.4579218327999115, 0.008268153294920921, 0.23576286435127258, 0.0891471654176712, -0.752267062664032, 0.27254027128219604, 0.14817947149276733, 0.19435381889343262, 0.1787518709897995, -0.5517419576644897, 0.07531799376010895, 0.4432014524936676, -0.13312166929244995, -0.0499749630689621, 0.5090237259864807, -0.42945271730422974, 0.14431867003440857, -0.22248736023902893, 0.21360981464385986, -0.12597160041332245, 0.023963212966918945, 0.38453370332717896, -0.3356311023235321, 0.18895180523395538, 0.43974190950393677, 0.011833064258098602, -0.22832439839839935, -0.33607369661331177, 0.7970956563949585, 0.137796089053154, -0.15687035024166107, 0.5795990228652954, -0.02859911322593689, -1.2386205196380615, 0.6845300197601318, 0.40001046657562256, -0.32651063799858093, -0.0014345645904541016, 0.07364490628242493, 0.18367448449134827, 0.5200923085212708, -0.5598189234733582, -0.42510753870010376, 0.5778260231018066, -0.03349810838699341, 0.26671987771987915, 0.131964772939682, 0.22911256551742554, -0.03399571031332016, 2.2933216094970703, -0.05329787731170654, -0.06945997476577759, 0.10665535926818848, 0.854205846786499, 0.1391465812921524, -0.30458033084869385, 0.03677583113312721, -0.26220613718032837, -0.06808758527040482, 0.5021768808364868, -0.25139591097831726, -0.31307539343833923, 0.3162479102611542, -0.022608578205108643, 0.4414527416229248, 0.13771742582321167, -0.34531301259994507, 0.15886810421943665, -0.1432821899652481, 0.17944543063640594, 0.23775580525398254, -0.23091727495193481, 0.21629463136196136, 0.4877186417579651, 0.12789547443389893, 0.2925134301185608, 0.23541486263275146, -0.034934572875499725, -0.7302591800689697, -0.38090065121650696, -0.11422248184680939, 0.09360668808221817, -0.1269470602273941, 0.3110537528991699, 0.2602301836013794, -0.2168506383895874, -0.5455602407455444, -0.11749529838562012, 0.06050048768520355, -0.2930545508861542, 0.0807405561208725, -0.2095377892255783, 0.2351047694683075, 0.25482282042503357, 0.23001009225845337, -0.016942327842116356, 0.009378798305988312, 0.5124068856239319, 0.11212220788002014, 0.09636950492858887, 0.16774645447731018, 0.1863311231136322, -0.06346675008535385, -0.5929136276245117, -0.1984548270702362, 0.34291157126426697, 0.20264269411563873, -0.18648427724838257, 0.2713281512260437, 0.1815919429063797, 0.6382346153259277, -0.2160869538784027, 0.18235501646995544, -0.31794244050979614, -0.3231987953186035, -1.0295095443725586, -0.20971214771270752, -0.09172274172306061, 0.04414068162441254, 0.2089337706565857, 0.2550869584083557, -0.22548525035381317, -0.908474862575531, -0.011158287525177002, -0.03847507759928703, -0.19162717461585999, 0.5172078609466553, -0.30044806003570557, 0.0628485307097435, 0.715867280960083, -0.701111912727356, -0.37235701084136963, -0.054333385080099106, -0.07129921019077301, 0.17807531356811523, 0.16445985436439514, -0.07902440428733826, -0.2978452444076538, -0.006759814918041229, -0.13055352866649628, 0.28736579418182373, 0.16489268839359283, 0.10225342214107513, 0.2584035396575928, 0.11651390790939331, 0.17117580771446228, -0.5380635261535645, 0.2936709225177765, -0.24754154682159424, -0.33077555894851685, 0.5027448534965515, 0.27306559681892395, -0.0313127338886261, -0.22946584224700928, 0.2058696299791336, -0.2790386378765106, -0.014734141528606415, -0.3108997941017151, 0.27468225359916687, 0.15560995042324066, 0.08237344026565552, 0.06072224676609039, -0.11107480525970459, 0.02763449400663376, 0.5021103620529175, 0.11647278070449829, 0.34193769097328186, 0.23641547560691833, 1.3589966297149658, -0.1463851034641266, -0.5422497391700745, -0.27640071511268616, -0.10367734730243683, -0.6707814931869507, -0.0026227012276649475, 0.3871174454689026, -0.7207404375076294, 0.3173598647117615, 0.7457278966903687, 0.05431637167930603, 0.023510068655014038, -0.12658846378326416, 0.019669122993946075, 0.23408225178718567, 0.18163517117500305, -0.4081547260284424, -0.411064088344574, 0.06839080899953842, 0.23321455717086792, 0.4067574441432953, -0.0893632248044014, 0.3727094829082489, -0.032325148582458496, -0.15123359858989716, 0.026341978460550308, -0.17754779756069183, 0.05143935978412628, -0.05162806808948517, -0.3040751516819, 0.3780832886695862, 0.19130408763885498, 0.2503136992454529, 0.006212890148162842, 0.03203302621841431, -0.18263933062553406, 0.2811269462108612, -0.17385242879390717, 0.2679884433746338, -0.3902004659175873, -0.11435171961784363, -0.01985526829957962, -0.3244311809539795, 0.22555223107337952, 0.827630877494812, 0.4298478960990906, 0.17116543650627136, 0.0009900927543640137, 0.2925986647605896, 0.5534080862998962, -0.381175696849823, 0.08855033665895462, 0.25431281328201294, 0.16345755755901337, 0.1178383156657219, 0.035165175795555115, -0.7090078592300415, -0.016462944447994232, 0.2993530333042145, -0.0047686100006103516, 0.3910502791404724, -0.3797726631164551, -0.013992872089147568, 0.01660984940826893, 0.7401412725448608, -0.662848949432373, -0.1049518883228302, 0.33477917313575745, -0.4159160852432251, 0.27431103587150574, 0.2275872677564621, -0.05915115773677826, 0.18917545676231384, -0.08438204228878021, 0.08917970955371857, -0.15024176239967346, -0.444740355014801, -0.07262040674686432, -1.607560634613037, 0.004997998476028442, -0.1359945386648178, -0.10695737600326538, 0.0341392457485199, -0.5307257771492004, 1.1780946254730225, -0.00029847025871276855, 0.07146980613470078, 0.21005859971046448, -0.5631453990936279, 0.21254754066467285, 0.35904863476753235, 0.037644147872924805, 0.0176272913813591, 0.20066139101982117, 0.13911575078964233, 0.5346189141273499, -0.15067967772483826, -0.2265644669532776, 0.04604203999042511, 0.09599617123603821, -0.2741665542125702, 0.32709479331970215, -0.2641019821166992, -0.1967395544052124, 0.38983461260795593, -0.3184615969657898, 0.12716418504714966, 0.8106898665428162, -0.12167777121067047, 0.15972094237804413, -0.09240218997001648, 0.1398216038942337, -0.16718974709510803, 0.7592362761497498, 0.05849511921405792, 0.132913738489151, 0.14510390162467957, 3.447383642196655e-05, 0.5622318387031555, 0.16241143643856049, -0.48342597484588623, 0.11665420234203339, 0.029332369565963745, -0.1388317048549652, 0.14681831002235413, 0.28969138860702515, -0.010534228757023811, 0.44135189056396484, 0.10942837595939636, -0.21099448204040527, -0.20304158329963684, 0.5488343238830566, -0.20222318172454834, 0.21916767954826355, -0.3135368824005127, -0.36131516098976135, 0.08583959192037582, 0.08173723518848419, 0.056630939245224, 0.31976261734962463, 0.6600754857063293, 0.013458900153636932, 0.26817402243614197, 0.2904661297798157, 5.992502212524414, -0.07182443141937256, 0.07893593609333038, 0.7590704560279846, -0.5412149429321289, -0.38513290882110596, 0.42196276783943176, -0.5265754461288452, 0.45272117853164673, 0.34174251556396484, -0.0796562135219574, -0.16750340163707733, 0.16787222027778625, -0.37834376096725464, 0.1254398375749588, 0.05800224840641022, -0.4320138394832611, -0.18344953656196594, 0.3193797171115875, 0.17784294486045837, -0.2529529929161072, -0.27493444085121155, 0.07055771350860596, 0.018513239920139313, 0.1878856122493744, 0.02739742398262024, 0.12252151221036911, -0.19554656744003296, 0.16048970818519592, 0.1422368288040161, 0.3970399796962738, -0.3775627613067627, -0.016528204083442688, -0.09662275016307831, -0.041262246668338776, 0.2732088565826416, 0.38261234760284424, -0.2171356976032257, 0.27111589908599854, 0.5212340354919434, 0.01762695610523224, -0.06479687988758087, -0.008852541446685791, 0.3458428382873535, 0.5917741060256958, -0.3852149248123169, -0.037051260471343994, -0.1300680935382843, 0.012761756777763367, 0.04699774831533432, 0.26088815927505493, 0.0410318449139595, -0.37082549929618835, 0.143839031457901, -0.09884756803512573, -0.26719266176223755, -0.008344672620296478, -0.28049352765083313, 0.08580490946769714, -0.07406121492385864, 0.15998691320419312, 0.06768794357776642, 0.05548059940338135, 0.3085876703262329, 0.27292945981025696, 0.2425157129764557, 0.2898796796798706, 0.008062755689024925, 0.015649469569325447, 0.9586958289146423]"
1716655832.8881412,"[-0.1174432560801506, -0.408772736787796, 0.38534975051879883, -0.1590416133403778, 0.04913974925875664, 0.40884485840797424, 0.5459669232368469, 0.5126875638961792, -0.07195284217596054, 0.2799583673477173, -0.05550996959209442, 0.004350151866674423, -0.03190777078270912, -0.13522614538669586, -0.11560210585594177, -0.09088680148124695, 0.005750015377998352, -0.2917042374610901, -0.2722637355327606, 0.043469738215208054, 0.8136782050132751, 0.08073599636554718, 0.39618250727653503, 0.07064341753721237, 0.4542664885520935, 0.18277224898338318, -0.4131607413291931, 0.2742507755756378, 0.07554562389850616, -0.12698784470558167, 0.05027365684509277, 0.057764932513237, 0.0048149824142456055, -0.41856545209884644, -0.22783619165420532, -0.045694492757320404, 0.15621396899223328, -0.26178574562072754, -0.4720075726509094, -0.17050157487392426, 0.019811158999800682, 0.27017366886138916, 0.14641204476356506, 0.18010249733924866, -0.37639135122299194, -0.04457429051399231, 0.11514590680599213, 0.2693201005458832, -0.18966144323349, 0.2626819312572479, 1.5163302421569824, -0.3056524395942688, 0.38889777660369873, 0.2057761400938034, -0.24046389758586884, 0.29458650946617126, 0.36466601490974426, 0.13893616199493408, 0.3229329586029053, 0.19706587493419647, -0.48663580417633057, 0.14957964420318604, 0.11294640600681305, -0.09488219022750854, -0.21722613275051117, -0.173497274518013, -0.3538177013397217, 0.30387741327285767, 0.2216414362192154, 0.060976266860961914, -0.26069337129592896, 0.42557293176651, 0.18021643161773682, 0.023250708356499672, -0.4250727891921997, 0.026272807270288467, -0.144393652677536, 0.259594589471817, -0.022248312830924988, -0.1916249841451645, 0.30052730441093445, 1.8145431280136108, 0.18119129538536072, -0.20809181034564972, 0.08444380760192871, -0.4153151214122772, 0.2747056782245636, 0.44171860814094543, 0.1467764526605606, -0.1953861564397812, 0.039332956075668335, 0.07059652358293533, 0.2559587359428406, -0.38701146841049194, -0.4446201026439667, -0.14202380180358887, -0.5361794233322144, -0.11071694642305374, 0.2947426438331604, 0.24760723114013672, -0.1779736578464508, 0.08653580397367477, 0.42794269323349, 0.39814090728759766, -0.4761539697647095, -0.10651719570159912, 0.3867892920970917, -0.5531866550445557, 0.37705036997795105, 0.7005943655967712, 0.33049798011779785, -0.5577404499053955, 0.19734039902687073, -0.3553476631641388, 0.500405490398407, 0.2989061176776886, -0.03633108735084534, 0.6428577899932861, -0.20807358622550964, 0.24809393286705017, 0.17541512846946716, 0.46400752663612366, 0.09177152812480927, 0.6893192529678345, -0.05703352764248848, -0.10790719836950302, -0.692728579044342, -0.25474944710731506, 0.001973126083612442, -0.6671850681304932, -0.020562946796417236, 0.044054821133613586, 0.3040408492088318, -0.14744549989700317, -0.03893640637397766, -0.22093144059181213, -0.9584534764289856, 0.1687905192375183, -0.2919970154762268, 0.49126607179641724, -0.11096245050430298, -0.1943127065896988, -0.21464098989963531, 0.43128103017807007, 0.1873282492160797, 0.13859866559505463, 0.06300930678844452, 0.28113695979118347, -0.1625269055366516, 0.30885231494903564, -0.02222725749015808, -0.21579347550868988, -0.1135086640715599, 0.5217955112457275, -0.37399810552597046, 0.10307400673627853, 0.11064301431179047, 0.29836952686309814, -0.5500903129577637, -0.2054196447134018, 0.022404462099075317, 0.27730458974838257, 0.27345550060272217, 0.2890326976776123, -0.5773094892501831, -0.3871040344238281, -0.43224120140075684, 0.2521026134490967, -0.2233228236436844, -0.22932963073253632, 0.40154293179512024, -0.19090011715888977, 0.05870799720287323, 0.2694932520389557, -0.1911662369966507, -0.034138381481170654, 0.48691779375076294, -0.1328750103712082, -0.08529993146657944, -0.5080522298812866, 0.25680792331695557, -0.26008960604667664, -0.05382728576660156, -0.2599151134490967, -0.5057784914970398, -0.5871313810348511, -0.2581080496311188, -0.09511548280715942, 0.015372328460216522, -0.2880454361438751, -0.002755209803581238, 0.007073001936078072, -0.06603012979030609, 0.33973854780197144, 1.4774237871170044, 0.7356328964233398, 0.036351002752780914, 0.07267753034830093, 0.17373695969581604, 0.09804036468267441, 0.02993728220462799, -0.05954982340335846, -0.18839159607887268, 0.6438372731208801, 0.4799230992794037, 0.18299174308776855, -0.22277185320854187, 0.0073072463274002075, 0.05980420112609863, 0.27175137400627136, 0.2461194396018982, 0.24092546105384827, 0.25161033868789673, -0.47382110357284546, -0.14238299429416656, -0.11903537809848785, 0.19640348851680756, 0.23455531895160675, 0.04052185267210007, 0.3964775800704956, -0.025298163294792175, -0.3287826180458069, -0.10611841827630997, -0.18717142939567566, -0.10642803460359573, 0.19586148858070374, 0.169954314827919, 0.04516463726758957, -0.30806687474250793, 0.021605774760246277, -0.052721455693244934, -0.10298140347003937, 0.46791279315948486, 0.24653911590576172, 0.08700329065322876, -0.0022117793560028076, 0.3417411744594574, -0.16802898049354553, -0.42116570472717285, 0.37827247381210327, 0.270830363035202, 0.2146945595741272, 0.383451908826828, 0.3012648820877075, 0.3606586754322052, -0.4202427864074707, -0.059606924653053284, -0.38843655586242676, 0.21104706823825836, -0.13374367356300354, 0.07402896881103516, -0.6563611030578613, -0.06062944233417511, -0.34389233589172363, -1.179673671722412, 0.4039915204048157, -0.5692868232727051, -0.15251430869102478, 0.02042662352323532, -0.4405139982700348, -0.5745903849601746, 0.11939648538827896, 0.14254513382911682, 0.2190791219472885, 0.09184679388999939, -0.6995205879211426, 0.210165336728096, -0.15376633405685425, 0.09551455080509186, -0.11880605667829514, 0.026368319988250732, 0.2891368269920349, -0.030329681932926178, 0.4582301378250122, 0.22149823606014252, 0.2544918358325958, 0.12036341428756714, 0.07431122660636902, 0.19926074147224426, 0.2729516625404358, -1.8850241899490356, 0.15062342584133148, -0.1515190452337265, -0.5090832114219666, 0.5276496410369873, 0.05993156135082245, -0.5046300888061523, -0.19076259434223175, -0.39276185631752014, -0.17246580123901367, 0.4346233904361725, 0.24764640629291534, 0.14406976103782654, 0.11628065258264542, 0.15767186880111694, 0.419367253780365, 0.24786260724067688, 1.3336763381958008, -0.3605480194091797, 0.032983019948005676, -0.05098304897546768, -0.27170830965042114, -0.1862858384847641, -0.22048303484916687, -0.002636238932609558, -0.03427021950483322, -0.11750374734401703, 0.13413235545158386, 0.4240216910839081, -0.02069440484046936, -0.29403209686279297, -0.1209452748298645, 0.7623484134674072, -0.3743821680545807, -0.04270721971988678, 0.36572331190109253, -0.015088766813278198, 0.23632623255252838, 0.36460161209106445, -0.31051668524742126, -0.014032825827598572, 0.10492067039012909, 0.26244279742240906, -0.13014617562294006, 0.021324727684259415, -0.39817753434181213, 0.07423049211502075, 0.36956822872161865, 0.3090430498123169, -0.051236867904663086, -0.61824631690979, -0.1291719377040863, 0.5774208903312683, 0.4304863214492798, 0.48552218079566956, -0.12365470081567764, -0.2265620082616806, 0.12399710714817047, -0.2163153886795044, 0.3373259902000427, -0.5383935570716858, 0.06074439734220505, 0.8017792105674744, 0.18572396039962769, 0.011429235339164734, -0.1299711912870407, -0.17105011641979218, 0.1510489284992218, -0.05071766674518585, -0.26557400822639465, -1.3986824750900269, 0.37370336055755615, -0.1569279283285141, 0.053658079355955124, -0.26831433176994324, -0.28962281346321106, -0.28246229887008667, -0.028903577476739883, 0.1579088419675827, 0.8631604909896851, 0.2590811252593994, 0.30952319502830505, 0.8841577768325806, -0.12668010592460632, -0.17759616672992706, -0.2346116304397583, -0.00043945759534835815, -0.4348946809768677, 0.2299613058567047, 0.6069878935813904, 0.46669822931289673, 0.10185976326465607, 0.23456576466560364, -0.37694114446640015, -0.5291022062301636, 0.10182865709066391, 2.1009981632232666, 0.0926753431558609, 0.4861467480659485, 0.029707036912441254, 0.3194909989833832, 0.734619140625, 1.7768309116363525, 0.24028803408145905, -0.17439168691635132, -0.024921461939811707, 0.06136460602283478, 0.07867278158664703, 0.18929369747638702, -0.11022855341434479, 0.7912807464599609, -0.00811130553483963, 0.08650754392147064, 0.6869289875030518, -0.12331604957580566, 0.3648856282234192, -0.10007565468549728, -0.00409308448433876, 0.029497206211090088, 0.10012601315975189, 0.3677860498428345, 0.458256334066391, -0.009283777326345444, -0.1402336061000824, 0.022606313228607178, 0.451590359210968, 0.2250794768333435, -0.29025477170944214, -0.1749582588672638, -0.3944854140281677, -0.2895495891571045, 0.20615272223949432, -0.5470660328865051, -0.07721590995788574, 0.238521546125412, -0.17153887450695038, 0.529447078704834, -0.43132099509239197, -0.32814621925354004, 0.3785870671272278, -0.14570772647857666, 0.22079887986183167, 0.23048633337020874, -0.31949901580810547, -0.08798988908529282, -0.43751031160354614, 0.09237006306648254, 0.2218732237815857, -0.3255199193954468, -0.00667339563369751, 0.1188177615404129, 0.2604386806488037, 0.100707046687603, 0.27259284257888794, -0.07178409397602081, 0.26555126905441284, 0.670958936214447, -0.495140939950943, -0.4072277843952179, 0.10555420815944672, -0.07180487364530563, 0.24774949252605438, 4.962018966674805, -0.44093847274780273, 0.016128750517964363, 0.17153359949588776, -0.12786591053009033, 0.3036617636680603, -0.05928247049450874, 0.6482338905334473, -0.4289538264274597, 0.6452948451042175, 0.07861793786287308, -0.05252429097890854, -0.6656064391136169, 0.21266134083271027, -0.42616695165634155, -0.20907245576381683, 0.1258973926305771, -0.2476062774658203, -0.11059468984603882, -0.07714606821537018, -0.09963668882846832, -0.5178064107894897, 0.7616403102874756, -0.40337222814559937, 0.09060019999742508, -0.07541289180517197, 0.37877941131591797, -0.13085132837295532, 0.09137128293514252, 0.23370963335037231, 0.27151644229888916, -0.5016804337501526, 0.21995320916175842, -0.29370707273483276, -0.011819284409284592, -0.3501443862915039, -0.11854737997055054, -0.005820481106638908, 0.33483344316482544, -0.40234678983688354, 0.27545663714408875, -0.5124205350875854, -0.22068779170513153, 0.30033057928085327, -0.11297868937253952, -0.12825389206409454, 0.11187298595905304, 0.36710286140441895, -0.05341625213623047, -0.38585716485977173, -0.31856366991996765, 0.15730918943881989, 0.06375832110643387, 0.32231929898262024, 0.26192644238471985, 1.1112916469573975, 0.2861998379230499, 0.38334396481513977, -0.03588573634624481, 0.24633120000362396, 0.661505937576294, -0.15840457379817963, 0.23177893459796906, 0.003272324800491333, -0.12041836977005005, 0.5744848251342773, 0.06741102784872055, 0.33600491285324097, 0.46252667903900146, 0.05245774984359741]"
